t_iso,t_seconds,state,stack_V,stack_I,V_cell_1,V_cell_2,V_cell_3,V_cell_4,V_cell_5,flow_cell_1,flow_cell_2,flow_cell_3,flow_cell_4,flow_cell_5,pressure_CO2_inlet_bar,T_endplate_neg,T_endplate_pos,T_anolyte,T_humidifier,anolyte_pH,anolyte_level_pct,fe_co_pct,fe_h2_pct,spu_pct,alarm_state,abort_flag
2026-05-08T15:58:50,80.81,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,28.18,28.56,28.18,28.18,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,85.68,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,28.35,28.59,28.35,28.35,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,90.28,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,28.52,28.49,28.52,28.52,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,95.02,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,28.69,28.57,28.69,28.69,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,99.83,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,28.86,29.19,28.86,28.86,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,104.52,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,29.03,28.77,29.03,29.03,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,109.20,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,29.19,28.71,29.19,29.19,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,114.00,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,29.35,29.60,29.35,29.35,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,118.73,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,29.52,29.28,29.52,29.52,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,123.51,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,29.68,29.45,29.68,29.68,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,128.32,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,29.84,30.25,29.84,29.84,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,133.08,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,30.00,29.62,30.00,30.00,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,137.85,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,30.16,29.87,30.16,30.16,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,142.59,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,30.32,30.64,30.32,30.32,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,147.25,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,30.47,30.87,30.47,30.47,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,151.98,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,30.62,31.11,30.62,30.62,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,156.73,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,30.77,30.61,30.77,30.77,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,161.47,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,30.93,31.12,30.93,30.93,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,165.49,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,31.05,31.14,31.05,31.05,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,170.16,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,31.20,30.92,31.20,31.20,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,174.94,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,31.35,31.16,31.35,31.35,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,179.62,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,31.49,31.65,31.49,31.49,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,184.23,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,31.64,31.15,31.64,31.64,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,188.86,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,31.78,31.29,31.78,31.78,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,193.48,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,31.92,32.22,31.92,31.92,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,198.10,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,32.06,31.96,32.06,32.06,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,202.84,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,32.20,31.99,32.20,32.20,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,207.52,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,32.34,32.66,32.34,32.34,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,212.30,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,32.47,32.74,32.47,32.47,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,216.94,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,32.61,32.75,32.61,32.61,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,221.57,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,32.74,32.42,32.74,32.74,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,226.24,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,32.88,32.63,32.88,32.88,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,230.97,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,33.01,33.18,33.01,33.01,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,235.65,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,33.14,33.54,33.14,33.14,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,240.28,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,33.27,33.58,33.27,33.27,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,244.98,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,33.40,32.93,33.40,33.40,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,249.72,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,33.53,33.52,33.53,33.53,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,254.44,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,33.66,33.39,33.66,33.66,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,259.10,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,33.79,33.97,33.79,33.79,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,263.83,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,33.92,33.99,33.92,33.92,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,268.60,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,34.04,33.83,34.04,34.04,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,273.37,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,34.17,34.13,34.17,34.17,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,278.14,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,34.30,33.88,34.30,34.30,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,282.85,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,34.42,34.55,34.42,34.42,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,287.52,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,34.54,34.68,34.54,34.54,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,292.19,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,34.66,34.85,34.66,34.66,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,296.86,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,34.78,34.88,34.78,34.78,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,301.61,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,34.90,34.83,34.90,34.90,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,306.34,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,35.02,34.59,35.02,35.02,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,311.02,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,35.13,34.67,35.13,35.13,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,315.75,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,35.25,35.46,35.25,35.25,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,320.43,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,35.37,35.48,35.37,35.37,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,325.09,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,35.48,35.39,35.48,35.48,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,329.73,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,35.59,35.74,35.59,35.59,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,334.43,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,35.70,35.69,35.70,35.70,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,339.23,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,35.82,36.07,35.82,35.82,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,343.86,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,35.93,35.85,35.93,35.93,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,348.46,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,36.03,36.44,36.03,36.03,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,353.06,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,36.14,36.63,36.14,36.14,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,366.09,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,36.44,36.07,36.44,36.44,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,370.83,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,36.54,36.75,36.54,36.54,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,375.57,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,36.65,36.51,36.65,36.65,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,380.22,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,36.75,36.64,36.75,36.75,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,384.90,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,36.86,36.62,36.86,36.86,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,389.14,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,36.95,37.26,36.95,36.95,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,393.94,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,37.05,36.83,37.05,37.05,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,398.72,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,37.15,37.19,37.15,37.15,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,403.49,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,37.26,37.49,37.26,37.26,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,408.27,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,37.36,37.41,37.36,37.36,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,413.03,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,37.46,37.17,37.46,37.46,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,417.76,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,37.56,37.90,37.56,37.56,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,422.41,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,37.65,37.39,37.65,37.65,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,427.03,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,37.75,37.90,37.75,37.75,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,431.64,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,37.84,38.01,37.84,37.84,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,436.36,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,37.94,37.75,37.94,37.94,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,441.02,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,38.03,37.68,38.03,38.03,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,445.75,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,38.12,38.06,38.12,38.12,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,450.42,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,38.22,38.17,38.22,38.22,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,455.14,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,38.31,38.63,38.31,38.31,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,459.90,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,38.40,38.53,38.40,38.40,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,464.55,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,38.49,38.20,38.49,38.49,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,469.24,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,38.58,38.65,38.58,38.58,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,473.90,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,38.67,38.37,38.67,38.67,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,478.58,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,38.76,38.33,38.76,38.76,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,483.29,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,38.84,38.89,38.84,38.84,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,488.04,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,38.93,39.24,38.93,38.93,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,492.78,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.02,39.10,39.02,39.02,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,497.55,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.11,38.69,39.11,39.11,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,502.29,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.19,38.89,39.19,39.19,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,507.04,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.28,39.31,39.28,39.28,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,511.81,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.36,39.32,39.36,39.36,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,516.58,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.45,39.68,39.45,39.45,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,521.36,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.53,39.86,39.53,39.53,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,526.10,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.61,39.35,39.61,39.61,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,530.84,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.69,39.82,39.69,39.69,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,535.08,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.77,39.44,39.77,39.77,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,539.72,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.85,40.15,39.85,39.85,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,544.37,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,39.92,39.48,39.92,39.92,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,549.09,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,40.00,40.17,40.00,40.00,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,553.85,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,40.08,40.36,40.08,40.08,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,558.60,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,40.16,40.57,40.16,40.16,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,563.28,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,40.24,40.04,40.24,40.24,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,567.97,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,40.31,39.82,40.31,40.31,8.600,95.0,,,,OK,0
2026-05-08T15:58:50,572.74,heating,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,1.2000,40.39,40.49,40.39,40.39,8.600,95.0,,,,OK,0
